tiempo,Ti_ae,Ti_bm,Ti_ca,Ti_za,Ti,To_esolmet
2019-06-09 08:20:00,25.414233582843586,26.185169012879037,25.621160288234176,25.950552897110022,25.5730279,26.25
2019-06-09 08:30:00,25.626096413652764,26.36179940180188,25.787237169055032,26.0665475682658,25.594948199999997,27.13
2019-06-09 08:40:00,25.825913197867216,26.530228053742785,25.96632521944437,26.22893044618891,25.740314399999995,27.47
2019-06-09 08:50:00,26.00086010284155,26.673526620499267,26.143903017133518,26.342679719518557,25.8476085,28.09
2019-06-09 09:00:00,26.124616140927266,26.789771796670827,26.294472435252892,26.494386118499413,25.8464548,28.35
2019-06-09 09:10:00,26.24999349165976,26.881515715902143,26.449686852797647,26.63395599201952,25.9549026,28.47
2019-06-09 09:20:00,26.46362307555861,26.98933046765432,26.560179807785055,26.7095247118859,26.0310468,29.01
2019-06-09 09:30:00,26.598027087700682,27.10422209577368,26.635253568585448,26.85423529919902,26.1371872,28.95
2019-06-09 09:40:00,26.73241962540505,27.13730430137229,26.802899535866946,26.898726396585545,26.15333900000001,27.87
2019-06-09 09:50:00,26.73541030024981,27.164822713060108,26.88705897678275,26.955867353327648,26.222561,27.58
2019-06-09 10:00:00,26.81069770646721,27.256425120330444,26.843155419698768,27.05492204989262,26.328701399999996,27.9
2019-06-09 10:10:00,26.898364139081306,27.34058523673861,26.88640789504789,27.1657113533532,26.420997399999997,27.22
2019-06-09 10:20:00,27.044970520973592,27.4437671127598,26.94943872174941,27.303324097197727,26.611357899999998,27.44
2019-06-09 10:30:00,27.295120846596017,27.586738203493052,27.04403130218669,27.43457935761549,26.664428100000002,27.94
2019-06-09 10:40:00,27.5008003126342,27.721593700472173,27.24210986588124,27.605615256301732,26.7025002,28.14
2019-06-09 10:50:00,27.59822374733737,27.82781050436929,27.432142533664607,27.766285642671253,26.891707,28.1
2019-06-09 11:00:00,27.71847547843433,27.938105984482387,27.527664999994418,27.90059834227241,26.960928999999997,27.92
2019-06-09 11:10:00,27.874534057227997,28.063455427374805,27.629239556915284,27.992561749688463,27.2274337,28.36
2019-06-09 11:20:00,28.08452146761546,28.20935324977533,27.760966696613693,28.162126329493194,27.3105001,28.89
2019-06-09 11:30:00,28.291130851105013,28.37651268152221,27.945723856462692,28.30852682769947,27.338188899999995,29.33
2019-06-09 11:40:00,28.450722215553576,28.48677715231303,28.174352880116,28.45600984532075,27.567775199999996,29.1
2019-06-09 11:50:00,28.598547662819147,28.616515016680946,28.320804814491357,28.621662576856327,27.826203999999997,29.81
2019-06-09 12:00:00,28.693623195321788,28.70848678525293,28.47037946987401,28.728912295204033,27.8885038,29.43
2019-06-09 12:10:00,28.89682054037829,28.83698716522017,28.57368643382206,28.832458012695998,27.9669554,30.18
2019-06-09 12:20:00,28.987601682491864,28.92101794389143,28.76049645288938,28.92522069438358,28.048868100000004,29.92
2019-06-09 12:30:00,29.098026771239578,28.99846225681327,28.886961870877872,29.031559891699423,28.2680711,29.89
2019-06-09 12:40:00,29.08492448840927,29.04493845351408,28.98137255908052,29.0549697770213,28.4111299,29.57
2019-06-09 12:50:00,29.15748683729205,29.11562371331837,29.00133987232177,29.154338919712032,28.5357295,29.84
2019-06-09 13:00:00,29.21421974014694,29.190436271528643,29.06164972818389,29.245224897390557,28.630332899999996,29.98
2019-06-09 13:10:00,29.3054380757196,29.290862105613517,29.14457203158944,29.34870237675755,28.775699100000004,30.66
2019-06-09 13:20:00,29.493002029322838,29.458805553906327,29.241578348501573,29.50037741127016,28.8264619,32.31
2019-06-09 13:30:00,29.839455967462488,29.613310365859853,29.469463937455306,29.68280463086681,28.8795321,32.48
2019-06-09 13:40:00,29.70174271210369,29.584071638889643,29.795637248503994,29.63086987780187,28.985672499999996,30.98
2019-06-09 13:50:00,29.701914832370424,29.60257562503145,29.72240155689059,29.649155455143884,29.0283594,31.15
2019-06-09 14:00:00,29.814687864089407,29.68996815342004,29.682341257868682,29.76164669261844,29.1633423,31.73
2019-06-09 14:10:00,29.885959873981953,29.794207000854286,29.80454811390841,29.855633906164602,29.3052474,32.45
2019-06-09 14:20:00,30.106866498642248,29.910026368380688,29.93267604806265,29.99970495771693,29.3848527,32.94
2019-06-09 14:30:00,30.037694914135766,29.849555782153878,30.10422881605091,29.91891579447195,29.4217711,31.46
2019-06-09 14:40:00,30.069718553627208,29.84503293607939,30.090895977172046,29.97299164881362,29.5048375,31.54
2019-06-09 14:50:00,30.262943689828592,29.95928382386609,30.04655411935241,30.102391149967453,29.5902113,32.08
2019-06-09 15:00:00,30.266376097067237,29.978178100128517,30.22800427010925,30.142455843348433,29.7113498,31.47
2019-06-09 15:10:00,30.21228673513432,29.986748830147466,30.231207570321608,30.14204255548541,29.830180900000002,31.07
2019-06-09 15:20:00,30.29766590322928,30.047235725605425,30.20686904748704,30.200445219583816,29.900556599999998,31.6
2019-06-09 15:30:00,30.407406841215906,30.130841495838233,30.295428516127433,30.29024603934673,29.9732397,32.46
2019-06-09 15:40:00,30.46547886365155,30.159811868581137,30.41662039498316,30.33202868351411,30.060920899999996,32.12
2019-06-09 15:50:00,30.37785873969399,30.16357637809395,30.445313979927263,30.31017360536095,30.1116837,31.91
2019-06-09 16:00:00,30.365861380185198,30.175017519066767,30.437875548253878,30.335488709984702,30.176290899999998,32.22
2019-06-09 16:10:00,30.44346569781951,30.24630674096768,30.4201259274196,30.42542681185511,30.218977799999998,32.89
2019-06-09 16:20:00,30.60668281296443,30.33691350271165,30.54134977809731,30.51808478664772,30.2755091,33.26
2019-06-09 16:30:00,30.70080963521329,30.41828159032136,30.71679737780012,30.58339012111223,30.3712662,33.58
2019-06-09 16:40:00,30.629172845654413,30.43165308027988,30.83482555065835,30.583919834523076,30.3770347,32.9
2019-06-09 16:50:00,30.626061808667487,30.460960290468613,30.85692029822042,30.63377222852092,30.4289512,33.03
2019-06-09 17:00:00,30.86166433221316,30.568671681441327,30.873405015048558,30.77749167565824,30.5016343,33.66
2019-06-09 17:10:00,30.91422818544707,30.63296843536901,31.053029789896545,30.81958958459803,30.574317399999998,33.6
2019-06-09 17:20:00,30.875197193093648,30.68132157291189,31.16325576061273,30.88439065285312,30.548935999999998,33.75
2019-06-09 17:30:00,30.93816164425188,30.71288214732525,31.20831432557191,30.957635730177998,30.632002399999998,33.69
2019-06-09 17:40:00,30.944779736382827,30.70617905328564,31.25850598072392,30.95810472922336,30.6354635,33.0
2019-06-09 17:50:00,30.931858997683612,30.65661544187676,31.263118780022396,30.95568351369257,30.7012244,32.02
2019-06-09 18:00:00,31.05012863787094,30.67050732152744,31.21188534385821,30.99380022920143,30.7150688,32.55
2019-06-09 18:10:00,31.07252204816723,30.68877989456514,31.255588194890706,31.031487277192998,30.7300669,32.63
2019-06-09 18:20:00,31.030489586759142,30.665078714999773,31.306458719243906,31.027062015876012,30.725452100000002,32.18
2019-06-09 18:30:00,31.028227156351317,30.6508526343368,31.28626919588949,31.02348780460532,30.7519872,32.5
2019-06-09 18:40:00,30.963557065807727,30.571296583152762,31.27162206467894,30.95023451918773,30.7439113,31.55
2019-06-09 18:50:00,30.917108069633713,30.48740555777319,31.22709279765903,30.87463978184709,30.733528000000003,31.42
2019-06-09 19:00:00,30.83480893254909,30.37267837920682,31.13949797819805,30.767614473625198,30.686226300000005,30.96
2019-06-09 19:10:00,30.70661212045581,30.2641673786972,30.982687109696013,30.61978770146273,30.6089284,30.81
2019-06-09 19:20:00,30.59590909711898,30.193064538873838,30.837445753161486,30.49937605337541,30.5973914,30.5
2019-06-09 19:30:00,30.45936426341362,30.10594895064416,30.737691998196468,30.39691495471737,30.4843288,29.91
2019-06-09 19:40:00,30.274099303758568,30.007953532359892,30.61039233424105,30.28620699404915,30.4127994,29.31
2019-06-09 19:50:00,30.088161719973,29.928719444798368,30.431490144602343,30.21828447691346,30.2858924,29.07
2019-06-09 20:00:00,29.742711785869194,29.785650744080247,30.266143635268588,30.042458119214462,30.25358880000001,27.81
2019-06-09 20:10:00,29.44888144392507,29.653904042928662,30.019486874471173,29.91726966262835,30.090917100000002,27.5
2019-06-09 20:20:00,29.376796073383073,29.559586898822413,29.745574376477105,29.748101082088624,30.042461699999997,27.26
2019-06-09 20:30:00,29.388664092682628,29.540080402855505,29.595979291686398,29.72527430594567,29.981315600000002,27.69
2019-06-09 20:40:00,29.209052240627326,29.43120887277377,29.61708560618835,29.60863363337245,29.930552799999997,26.92
2019-06-09 20:50:00,29.25595980065341,29.42363691515758,29.448304591784762,29.57948563279633,29.845178999999998,27.77
2019-06-09 21:00:00,29.12193889506909,29.3596005632592,29.458540140968623,29.523191389634825,29.80018470000001,27.11
2019-06-09 21:10:00,29.15866180344256,29.31605960640749,29.42595645994036,29.51184779377789,29.688275800000003,27.59
2019-06-09 21:20:00,29.25547604494454,29.313901656802567,29.39654717510749,29.50168356391725,29.63520560000001,27.97
2019-06-09 21:30:00,29.13447344116589,29.25598596208847,29.491245900707106,29.41871290471393,29.5509855,27.69
2019-06-09 21:40:00,29.113812478040238,29.2124196140563,29.42573453388968,29.39314775687036,29.473687599999998,28.01
2019-06-09 21:50:00,29.07262933624615,29.167975228777113,29.38133273998617,29.33206491556313,29.4206174,28.03
2019-06-09 22:00:00,29.113192097609897,29.125526101674147,29.357299316011648,29.275549105663572,29.4390766,28.15
2019-06-09 22:10:00,29.09559148408803,29.07096661116741,29.38983668507677,29.23707558636353,29.3363973,27.97
2019-06-09 22:20:00,28.98412869784223,28.98687276065741,29.364933517546344,29.155701718442486,29.169110800000002,27.46
2019-06-09 22:30:00,28.781495354074696,28.896730610727506,29.287115094847714,29.027453475867357,29.2383328,27.2
2019-06-09 22:40:00,28.693800338954663,28.81976507219627,29.10201527264842,28.92517311614174,29.0618167,26.96
2019-06-09 22:50:00,28.619506071258137,28.74245977807876,29.01930340577227,28.86488052538452,29.05604820000001,26.93
2019-06-09 23:00:00,28.65058554229359,28.73160793571473,28.880540809249677,28.84727571451613,28.971828100000003,27.4
2019-06-09 23:10:00,28.651591460665628,28.698464172096692,28.88413376704966,28.80764245209401,28.888761699999996,27.19
2019-06-09 23:20:00,28.529772506872078,28.6204233137375,28.91961436036263,28.71072206309436,28.9441393,26.79
2019-06-09 23:30:00,28.480575053049932,28.59611772291367,28.81891742540323,28.697008464202607,28.933756,27.44
2019-06-09 23:40:00,28.39197213340639,28.560591878665146,28.777330042405033,28.641563580001282,28.9822114,27.28
2019-06-09 23:50:00,28.4007686088386,28.52451414777819,28.71885835690731,28.61046484438482,28.9372171,27.5
2019-06-15 00:10:00,23.94968531795671,24.756377061364063,24.259559210200123,24.73240293096655,23.633569453846153,18.12
2019-06-15 00:20:00,24.17141129520237,24.736414715348293,24.31275783166767,24.650174438548003,23.575943617948717,18.23
2019-06-15 00:30:00,24.022954217423692,24.72391295561841,24.25547414345475,24.67511825797508,23.51831778205128,18.31
2019-06-15 00:40:00,23.9584244837219,24.695177767042914,24.315405596265073,24.651166969076645,23.460691946153847,18.44
2019-06-15 00:50:00,24.086964894243607,24.68634677584853,24.356077491613018,24.602194829193145,23.40306611025641,18.53
2019-06-15 01:00:00,23.93863313852497,24.67773974095347,24.270021349798842,24.567052516157,23.345440274358968,18.64
2019-06-15 01:10:00,23.76398712068765,24.648823561430763,24.35414895249412,24.49627012343504,23.287814438461538,18.73
2019-06-15 01:20:00,23.613706000437865,24.60439788908395,24.294666333435217,24.407316065783053,23.230188602564105,18.81
2019-06-15 01:30:00,23.50027210161612,24.552940778709864,24.200301815644398,24.328173872610588,23.172562766666665,18.81
2019-06-15 01:40:00,23.580363895367192,24.52367574613091,24.113379043998105,24.322662159800448,23.11493693076923,18.86
2019-06-15 01:50:00,23.52382451345994,24.491805493472015,24.12820296886148,24.29347399284273,23.057311094871796,18.78
2019-06-15 02:00:00,23.4474811217531,24.44426915152913,24.09022859506997,24.24038550922643,22.99968525897436,18.79
2019-06-15 02:10:00,23.392722183489465,24.39958247822275,24.023639863427164,24.17862214344741,22.94205942307692,18.78
2019-06-15 02:20:00,23.35247935204357,24.36055476000215,23.975357417841447,24.13320364546029,22.884433587179483,18.75
2019-06-15 02:30:00,23.23604187367256,24.2943062201254,23.933763232505523,24.06252733457841,22.826807751282054,18.73
2019-06-15 02:40:00,23.19861479105988,24.25084532899813,23.849165372148594,24.01665069353278,22.769181915384607,18.76
2019-06-15 02:50:00,23.16129922998661,24.20367400368605,23.798882833296386,23.985308065301968,22.71155607948717,18.85
2019-06-15 03:00:00,23.07535913079769,24.145119240043226,23.768926242695198,23.932243334450412,22.65393024358974,18.83
2019-06-15 03:10:00,23.00505998700171,24.114290099945826,23.705830261678376,23.871841960115,22.596304407692305,18.81
2019-06-15 03:20:00,22.99325483576131,24.08949642961453,23.642180538675586,23.82750197864429,22.538678571794872,18.82
2019-06-15 03:30:00,22.971516327991967,24.049650079755722,23.620960232798968,23.797309316001968,22.481052735897432,18.81
2019-06-15 03:40:00,22.93074146594205,24.012124974269447,23.597343874365077,23.75892731453913,22.423426899999995,18.81
2019-06-15 03:50:00,22.838016111072093,23.96675952372169,23.56415477086688,23.683852263515163,22.226144199999997,18.83
2019-06-15 04:00:00,22.69905445546308,23.918630960895015,23.501278642329197,23.590170202536694,21.4889299,18.84
2019-06-15 04:10:00,22.633309282066264,23.874682735366196,23.412299981407703,23.52836604667581,21.386250600000004,18.75
2019-06-15 04:20:00,22.566242622307648,23.812628153554172,23.354855089610357,23.47865631676394,21.685058899999998,18.57
2019-06-15 04:30:00,22.563781800084254,23.75819790668173,23.288496185699692,23.45495977263888,21.600838800000002,18.44
2019-06-15 04:40:00,22.465067385038534,23.696485377151536,23.25116395308925,23.40016932842745,21.763510500000002,18.45
2019-06-15 04:50:00,22.370661277821817,23.645484469181767,23.180726668571893,23.33401273749125,21.8696509,18.42
2019-06-15 05:00:00,22.393141782809348,23.612915318342512,23.10030938067645,23.302259874312487,21.9850209,18.32
2019-06-15 05:10:00,22.35818657429989,23.5690945113163,23.095627791880087,23.26525641989936,21.510850199999997,18.27
2019-06-15 05:20:00,22.300826531553398,23.51925709472107,23.06728013743863,23.22156821376121,21.3712525,18.22
2019-06-15 05:30:00,22.257244322149614,23.47805638824709,23.01482209081573,23.17580176361244,21.6458331,18.25
2019-06-15 05:40:00,22.20394444813683,23.43533367508832,22.975703165420107,23.12491660646514,21.8085048,18.19
2019-06-15 05:50:00,22.162761409284254,23.391298259446536,22.931336442464207,23.08411414382218,21.811965899999997,18.19
2019-06-15 06:00:00,22.152602378307613,23.36175253510675,22.890595425376755,23.053732824755308,21.6066073,18.28
2019-06-15 06:10:00,22.10842796807825,23.33099781837729,22.87753390577928,23.01593891889822,21.2005049,18.27
2019-06-15 06:20:00,22.08087496939785,23.30013485447884,22.844745343874607,22.99069716403409,21.780816,18.35
2019-06-15 06:30:00,22.052771612327973,23.263159477169914,22.812373676875964,22.97566349468915,21.353947,18.34
2019-06-15 06:40:00,22.203979300328626,23.244160508103448,22.77401300411293,22.94648049361299,21.4300912,18.39
2019-06-15 06:50:00,22.21951622585428,23.23902393185921,22.728023985335803,22.955767400406323,21.506235399999998,18.47
2019-06-15 07:00:00,22.259573547999377,23.24609147766353,22.70846880948988,22.960094419124044,21.46085653333333,18.62
2019-06-15 07:10:00,22.198366547559814,23.27845827161573,22.715659018809014,22.998254296133236,21.415477666666668,18.85
2019-06-15 07:20:00,22.193386480549265,23.33018371598136,22.795977856725504,23.05406067959669,21.3700988,19.21
2019-06-15 07:30:00,22.195751038207803,23.36880000678634,22.876840965767606,23.094045792483765,21.324719933333334,19.36
2019-06-15 07:40:00,22.180294178600587,23.40715723689068,22.91708020081852,23.11936526036756,21.27934106666667,19.57
2019-06-15 07:50:00,22.18433978002452,23.470110499396657,22.94172460691721,23.15582310049805,21.233962200000004,19.86
2019-06-15 08:00:00,22.193823184628297,23.553227642625128,22.992559537351962,23.214791981047146,21.188583333333334,20.07
2019-06-15 08:10:00,22.17009314228311,23.60750007921391,23.016802506631908,23.26171538644391,21.14320446666667,19.88
2019-06-15 08:20:00,22.167211888924307,23.67145159773488,23.01667971650281,23.325476364100126,21.097825600000004,19.9
2019-06-15 08:30:00,22.196199186843447,23.733722619353088,23.03410836222589,23.405600103995987,21.289685910000006,19.88
2019-06-15 08:40:00,22.328148221976164,23.783438028770426,23.092120658091503,23.48104921077968,21.48154622,19.86
2019-06-15 08:50:00,22.373508265981933,23.777558571772925,23.209694633351425,23.481921171050878,21.67340653,20.14
2019-06-15 09:00:00,22.427269523003087,23.80501367089941,23.263250511390233,23.502032005117226,21.86526684,20.27
2019-06-15 09:10:00,22.589902581439176,23.93204795118745,23.291765225549607,23.62496851830905,22.057127150000003,20.71
2019-06-15 09:20:00,22.804517291230788,24.16029629554976,23.434913320194212,23.78317107028723,22.24898746,21.87
2019-06-15 09:30:00,23.05482083173649,24.353222930837553,23.61234431772232,23.987812637883852,22.44084777,22.06
2019-06-15 09:40:00,23.274914467330756,24.463394062535514,23.82398728549545,24.16288541411091,22.63270808,22.28
2019-06-15 09:50:00,23.406220962640358,24.537412484744628,24.01331395328938,24.175339704560752,22.82456839,22.93
2019-06-15 10:00:00,23.50164320708358,24.615042837036857,24.123489241594683,24.252023568827372,23.0164287,22.92
2019-06-15 10:10:00,23.650635252936567,24.743538370893397,24.192219675235037,24.38077962220537,23.0568082,23.29
2019-06-15 10:20:00,23.847101468437394,24.89437867854856,24.311342462772327,24.59839466597105,23.0971877,24.26
2019-06-15 10:30:00,24.023989536487107,25.004880849588776,24.46439006577899,24.739648293321753,23.1375672,24.54
2019-06-15 10:40:00,24.032088150080327,25.01469779842288,24.60115829907928,24.761740212345988,23.3394647,23.15
2019-06-15 10:50:00,24.071261388810196,25.038506094240862,24.618503097696163,24.7880589543568,23.3913812,23.69
2019-06-15 11:00:00,24.27075385398222,25.159566375604943,24.63502032417017,24.932053921145286,23.465218,24.58
2019-06-15 11:10:00,24.408575301026605,25.248027620180675,24.781698420376863,25.05141833444405,23.677498800000002,24.12
2019-06-15 11:20:00,24.58618385240705,25.368735005097108,24.90853433670093,25.15216484543631,24.8046637,24.96
2019-06-15 11:30:00,24.740403207670997,25.473553284270015,25.0536670914007,25.271662018793396,24.83869785,24.67
2019-06-15 11:40:00,24.83221482824114,25.557820905736843,25.18904856423921,25.38937641729961,24.872732,24.44
2019-06-15 11:50:00,25.00532936170401,25.69125497589337,25.265927526236425,25.49461393059424,24.90676615,25.18
2019-06-15 12:00:00,25.15603307994871,25.81585258627776,25.421362419726876,25.626196566529078,24.9408003,25.01
2019-06-15 12:10:00,25.29456883155532,25.943042124051534,25.568622773066128,25.784320204196852,24.6939085,25.15
2019-06-15 12:20:00,25.44758325661229,26.066488776343952,25.686673437879033,25.92044624468127,24.9131115,25.44
2019-06-15 12:30:00,25.555061154922967,26.157812112027173,25.819469440219823,26.016302505036826,25.1323145,25.41
2019-06-15 12:40:00,25.70454348307777,26.271240727536807,25.915027090503912,26.12432254802372,25.279493657142854,25.98
2019-06-15 12:50:00,25.86731695373127,26.381724899060522,26.059444007522806,26.20682157936041,25.426672814285716,26.39
2019-06-15 13:00:00,25.97914285681327,26.48457885777433,26.2120055789856,26.34534502658681,25.57385197142857,26.51
2019-06-15 13:10:00,26.103092585187262,26.58299055520545,26.336773521668558,26.456477841395703,25.72103112857143,26.72
2019-06-15 13:20:00,26.22857003633036,26.674695644039048,26.447210836314998,26.544098567083353,25.868210285714287,26.88
2019-06-15 13:30:00,26.27517259236877,26.735844298573646,26.55856889966902,26.59617406687002,26.015389442857145,26.52
2019-06-15 13:40:00,26.376200495521267,26.823765852779808,26.61587010515132,26.68255580091229,26.1625686,27.11
2019-06-15 13:50:00,26.52839642358195,26.92795605826805,26.708850911003605,26.80204087706493,26.215638800000004,27.52
2019-06-15 14:00:00,26.57591873208725,26.997926218275968,26.86041853197393,26.8833898068884,26.268709,27.42
2019-06-15 14:10:00,26.65446393616161,27.063288979660125,26.944128846456,26.92088183474658,26.4163826,27.57
2019-06-15 14:20:00,26.732176902099372,27.14345596925104,27.01292242875062,27.01844252763086,26.4929594375,28.02
2019-06-15 14:30:00,26.82597623463184,27.21182126496186,27.111249042486982,27.10465984480813,26.569536275,27.97
2019-06-15 14:40:00,26.87215250685293,27.2372467949798,27.201907348325552,27.142225881492184,26.6461131125,27.49
2019-06-15 14:50:00,26.96806591665863,27.31968451519073,27.228683219085212,27.222543711701608,26.72268995,28.48
2019-06-15 15:00:00,27.105661185153252,27.42668608414711,27.3285792805553,27.32207797897901,26.7992667875,28.96
2019-06-15 15:10:00,27.12780622430446,27.47641263980903,27.480084845536226,27.386794504010442,26.875843625,28.63
2019-06-15 15:20:00,27.19271021038413,27.50480466446217,27.539822410059646,27.439370295556426,26.9524204625,28.26
2019-06-15 15:30:00,27.329657509526943,27.581819851294068,27.57153829914689,27.531267368187226,27.0289973,29.11
2019-06-15 15:40:00,27.35985211926273,27.629796289787826,27.68886882287989,27.593661042528893,27.206378675,28.87
2019-06-15 15:50:00,27.36519136591372,27.67060007059668,27.758184452322478,27.64022483318988,27.38376005,29.17
2019-06-15 16:00:00,27.44803584260644,27.73119630495733,27.79039499744353,27.706697787213827,27.561141425,29.03
2019-06-15 16:10:00,27.431164328727746,27.7496222675576,27.865470808912665,27.732488486806503,27.738522800000002,28.39
2019-06-15 16:20:00,27.461237849745803,27.79043598647461,27.89956671584332,27.770694758094468,27.680837800000003,28.92
2019-06-15 16:30:00,27.51149680195073,27.81317527135857,27.934471848292986,27.803710773876077,27.6231528,28.69
2019-06-15 16:40:00,27.629321958019762,27.855368687688014,27.99712836421369,27.87613163878787,27.5654678,28.89
2019-06-15 16:50:00,27.734233461109252,27.88303926129397,28.069050788616558,27.90170121072848,27.507782799999998,28.7
2019-06-15 17:00:00,27.69807677968177,27.897490974206622,28.15349659068213,27.933426541661643,27.349437475,28.68
2019-06-15 17:10:00,27.653770581823192,27.85906557453071,28.16486381297155,27.90997881457329,27.191092150000006,28.51
2019-06-15 17:20:00,27.619961819728427,27.796915406092147,28.143869172674798,27.857296832233292,27.032746825,28.01
2019-06-15 17:30:00,27.59263748964067,27.74983047142157,28.088116730556607,27.8154994234201,26.8744015,27.99
