tiempo,To,hr,ws,wd,Id,Ib,alpha,Ti
2019-05-29 13:40:00,28.8,54.0,2.1,107.0,0.0,774.8954,74.30041619517402,28.476464368108466
2019-05-29 13:50:00,29.0,53.0,2.1,209.0,0.0,718.097,71.98688941560395,28.51320343136509
2019-05-29 14:00:00,28.9,53.0,3.0,229.0,0.0,753.6688,69.66767277377392,28.553131829431837
2019-05-29 14:10:00,28.4,54.0,2.7,266.0,0.0,718.0762,67.34498401388761,28.121928350521173
2019-05-29 14:20:00,28.4,53.0,4.2,168.0,0.0,585.0248,65.0202776413376,28.059144629448532
2019-05-29 14:30:00,29.0,52.0,2.1,142.0,0.0,557.4326,62.69457012287312,28.089065126995422
2019-05-29 14:40:00,29.6,49.0,2.7,131.0,0.0,768.0018,60.36861348683834,28.186359000142158
2019-05-29 14:50:00,29.5,51.0,3.3,162.0,0.0,488.4226,58.04299385030962,28.289406325097328
2019-05-29 15:00:00,28.9,53.0,2.9,198.0,0.0,498.2347,55.718190300918465,28.23227958803266
2019-05-29 15:10:00,29.3,49.0,2.6,218.0,0.0,762.1719,53.394611699656544,28.64285869714325
2019-05-29 15:20:00,29.3,48.0,2.9,217.0,0.0,663.789,51.0726206295946,28.75227732326509
2019-05-29 15:30:00,29.7,48.0,1.7,223.0,0.0,714.0737,48.75254957769907,28.789054188132443
2019-05-29 15:40:00,29.9,46.0,2.4,156.0,0.0,754.0215,46.43471227629039,28.862454136911264
2019-05-29 15:50:00,30.9,44.0,2.7,191.0,0.0,750.6289,44.11941195153811,29.03022038471661
2019-05-29 16:00:00,30.7,42.0,1.6,271.0,0.0,746.8171,41.806947557783396,29.01136993239502
2019-05-29 16:10:00,30.6,43.0,0.7,253.0,0.0,663.6310000000001,39.49761868452703,28.93380104493702
2019-05-29 16:20:00,30.5,42.0,1.3,263.0,0.0,737.6607,37.19172958640248,28.949115430505486
2019-05-29 16:30:00,30.4,43.0,1.5,262.0,0.0,732.1367,34.88959264012749,28.99934239890641
2019-05-29 16:40:00,30.3,45.0,0.5,251.0,0.0,725.8241,32.591531440001866,29.02006682088398
2019-05-29 16:50:00,30.4,44.0,0.3,26.0,0.0,619.2321,30.29788368417862,29.03781463288033
2019-05-29 17:00:00,30.6,43.0,0.7,146.0,0.0,653.4566,28.009003965436612,29.084795068655048
2019-05-29 17:10:00,31.1,44.0,1.0,133.0,0.0,700.3081,25.725266555141012,29.18409826335245
2019-05-29 17:20:00,30.9,44.0,2.0,129.0,0.0,688.6778,23.44706825294601,29.30697343944736
2019-05-29 17:30:00,30.9,44.0,0.9,184.0,0.0,604.6537,21.17483136473343,29.336801669143195
2019-05-29 17:40:00,30.4,45.0,0.8,161.0,0.0,567.847,18.90900686547506,29.320831257449704
2019-05-29 17:50:00,30.1,46.0,0.4,223.0,0.0,544.9769,16.65007780099451,29.32239667072949
2019-05-29 18:00:00,30.0,45.0,0.9,202.0,0.0,501.7983,14.398562982234635,29.33540216620928
2019-05-29 18:10:00,30.1,45.0,0.6,266.0,0.0,503.1405,12.15502102711686,28.89233980654829
2019-05-29 18:20:00,29.7,46.0,0.4,83.0,0.0,487.8277,9.92005480808953,28.811136192101852
2019-05-29 18:30:00,29.8,47.0,1.8,99.0,0.0,464.5555,7.694316367797621,28.812865844744138
2019-05-29 18:40:00,29.4,48.0,1.3,134.0,0.0,386.6121,5.4785123708188745,28.812419020407766
2019-05-29 18:50:00,29.4,48.0,0.7,147.0,0.0,258.6911,3.2734101659916295,28.759422042753908
2019-05-29 19:00:00,29.4,48.0,0.9,128.0,0.0,172.1909,1.0798445414067572,28.706472775171967
2019-05-29 19:10:00,29.3,49.0,1.7,143.0,0.0,0.0,-1.1012747374810543,28.614900890676786
2019-05-29 19:20:00,29.2,49.0,1.3,168.0,0.0,0.0,-3.268954507129859,28.55985667887741
2019-05-29 19:30:00,29.1,51.0,3.6,204.0,0.0,0.0,-5.4221087936616925,28.557115006555374
2019-05-29 19:40:00,28.8,52.0,3.3,200.0,0.0,0.0,-7.559548290794762,28.51700055636752
2019-05-29 19:50:00,28.6,53.0,2.5,180.0,0.0,0.0,-9.679968600949083,28.438617837260484
2019-05-29 20:00:00,28.4,54.0,2.3,184.0,0.0,0.0,-11.781937105395949,28.370988798538328
2019-05-29 20:10:00,28.3,54.0,3.0,169.0,0.0,0.0,-13.863878325132275,28.31198369086668
2019-05-29 20:20:00,28.2,55.0,3.7,201.0,0.0,0.0,-15.924057634809671,28.25778400596222
2019-05-29 20:30:00,28.1,54.0,2.2,193.0,0.0,0.0,-17.960563200193135,28.212407048089148
2019-05-29 20:40:00,28.0,55.0,1.6,178.0,0.0,0.0,-19.971286028929594,28.16640154878191
2019-05-29 20:50:00,27.9,55.0,2.2,235.0,0.0,0.0,-21.953898059821785,28.117774457115964
2019-05-29 21:00:00,27.6,56.0,1.8,183.0,0.0,0.0,-23.905828273898226,28.05320788974335
2019-05-29 21:10:00,27.4,57.0,1.4,206.0,0.0,0.0,-25.82423689987979,27.993398188525706
2019-05-29 21:20:00,27.3,56.0,0.9,248.0,0.0,0.0,-27.7059879179739,27.946732235141805
2019-05-29 21:30:00,27.4,56.0,0.3,205.0,0.0,0.0,-29.547620252475728,27.9160957969798
2019-05-29 21:40:00,27.4,57.0,0.4,180.0,0.0,0.0,-31.345318300825443,27.88626124005412
2019-05-29 21:50:00,27.3,58.0,1.0,120.0,0.0,0.0,-33.09488279127945,27.849398097110228
2019-05-29 22:00:00,27.2,58.0,1.0,165.0,0.0,0.0,-34.79170340923912,27.805266543336504
2019-05-29 22:10:00,27.2,58.0,2.2,175.0,0.0,0.0,-36.43073519516067,27.749788183834642
2019-05-29 22:20:00,27.2,58.0,2.2,261.0,0.0,0.0,-38.006481395800115,27.707492512210614
2019-05-29 22:30:00,27.0,61.0,3.6,245.0,0.0,0.0,-39.51298622614549,27.645746495912984
2019-05-29 22:40:00,26.5,66.0,2.7,250.0,0.0,0.0,-40.94384181950715,27.53389375104241
2019-05-29 22:50:00,26.2,67.0,3.0,248.0,0.0,0.0,-42.292214406940325,27.436839210815393
2019-05-29 23:00:00,25.9,68.0,3.5,260.0,0.0,0.0,-43.55089530961494,27.342027008391586
2019-05-29 23:10:00,25.7,69.0,2.8,276.0,0.0,0.0,-44.71238241192064,27.290004782151374
2019-05-29 23:20:00,25.5,67.0,3.2,269.0,0.0,0.0,-45.76899710926506,27.220488454235454
2019-05-29 23:30:00,25.2,68.0,3.2,270.0,0.0,0.0,-46.713039971563184,27.13375503631584
2019-05-29 23:40:00,24.9,65.0,3.9,259.0,0.0,0.0,-47.53698527456764,26.998929289949718
2019-05-29 23:50:00,25.0,67.0,2.1,262.0,0.0,0.0,-48.23371006552878,26.96660728348484
2019-05-30 00:00:00,24.85,68.0,2.05,251.5,0.0,0.0,-48.64743471360173,26.93506422496346
2019-05-30 00:10:00,24.7,69.0,2.0,241.0,0.0,0.0,-49.06115936167468,26.903521166442083
2019-05-30 00:20:00,24.7,69.0,2.5,267.0,0.0,0.0,-49.34197639218567,26.845851376409087
2019-05-30 00:30:00,24.7,68.0,2.6,263.0,0.0,0.0,-49.476826896934995,26.8031264018413
2019-05-30 00:40:00,24.5,69.0,2.1,254.0,0.0,0.0,-49.46425173059236,26.744953369567533
2019-05-30 00:50:00,24.4,69.0,1.9,222.0,0.0,0.0,-49.30438777740468,26.68343460115225
2019-05-30 01:00:00,24.3,68.0,1.1,237.0,0.0,0.0,-48.99896061104671,26.65617985492665
2019-05-30 01:10:00,24.2,69.0,1.3,281.0,0.0,0.0,-48.55119323330914,26.631725029457087
2019-05-30 01:20:00,24.1,69.0,1.1,114.0,0.0,0.0,-47.9656418781742,26.576404308488534
2019-05-30 01:30:00,24.0,72.0,0.8,251.0,0.0,0.0,-47.24797764622185,26.533255888207012
2019-05-30 01:40:00,23.7,72.0,0.3,327.0,0.0,0.0,-46.4047368252889,26.493756529307124
2019-05-30 01:50:00,23.7,74.0,0.6,55.0,0.0,0.0,-45.44306285857522,26.43099138703913
2019-05-30 02:00:00,23.5,73.0,0.7,150.0,0.0,0.0,-44.370459738554324,26.36156735618452
2019-05-30 02:10:00,23.4,74.0,0.2,253.0,0.0,0.0,-43.19457142215554,26.30022077396443
2019-05-30 02:20:00,23.3,74.0,1.0,342.0,0.0,0.0,-41.92299606453902,26.25674477636725
2019-05-30 02:30:00,23.1,77.0,0.9,353.0,0.0,0.0,-40.56313855971831,26.160378631601468
2019-05-30 02:40:00,22.8,76.0,0.9,37.0,0.0,0.0,-39.12210071015338,26.08424935273425
2019-05-30 02:50:00,22.8,77.0,1.2,321.0,0.0,0.0,-37.60660554291128,26.011280137075524
2019-05-30 03:00:00,22.8,78.0,1.3,46.0,0.0,0.0,-36.02295075163832,25.95124488608096
2019-05-30 03:10:00,22.7,73.0,0.9,25.0,0.0,0.0,-34.37698570815796,25.905342667922763
2019-05-30 03:20:00,23.1,73.0,1.1,39.0,0.0,0.0,-32.67410664424773,25.898836506387926
2019-05-30 03:30:00,23.1,76.0,0.5,109.0,0.0,0.0,-30.91926517056841,25.910467278781454
2019-05-30 03:40:00,22.9,76.0,0.8,138.0,0.0,0.0,-29.11698605622585,25.86049032883597
2019-05-30 03:50:00,22.7,78.0,1.4,139.0,0.0,0.0,-27.271390988469523,25.76920328133963
2019-05-30 04:00:00,22.6,78.0,1.4,138.0,0.0,0.0,-25.386225776766615,25.684694801734462
2019-05-30 04:10:00,22.6,78.0,0.5,104.0,0.0,0.0,-23.464889113042286,25.659171622446532
2019-05-30 04:20:00,22.5,79.0,0.3,128.0,0.0,0.0,-21.51046153452234,25.63661113143686
2019-05-30 04:30:00,22.2,81.0,0.5,23.0,0.0,0.0,-19.52573365977765,25.588100428474664
2019-05-30 04:40:00,22.0,82.0,0.8,21.0,0.0,0.0,-17.513233094137227,25.52186347005557
2019-05-30 04:50:00,21.8,83.0,1.0,20.0,0.0,0.0,-15.475249643269837,25.427868886229795
2019-05-30 05:00:00,21.7,83.0,1.1,26.0,0.0,0.0,-13.41385864949434,25.334125264963106
2019-05-30 05:10:00,21.6,83.0,0.9,27.0,0.0,0.0,-11.330942388936654,25.27867034439158
2019-05-30 05:20:00,21.5,82.0,1.0,3.0,0.0,0.0,-9.228209551534887,25.217133992284012
2019-05-30 05:30:00,21.6,83.0,1.2,321.0,0.0,0.0,-7.107212880323107,25.163929098168673
2019-05-30 05:40:00,21.5,83.0,1.2,66.0,0.0,0.0,-4.969365079465484,25.107555345181304
2019-05-30 05:50:00,21.4,83.0,1.1,37.0,0.0,0.0,-2.8159531183667923,25.05102457883772
2019-05-30 06:00:00,21.7,82.0,1.0,68.0,0.0,0.0,-0.6481510665288642,25.049766356225966
2019-05-30 06:10:00,21.8,82.0,0.4,138.0,0.0,0.0,1.5329684058904185,25.056492865813972
2019-05-30 06:20:00,21.7,83.0,0.7,117.0,0.0,30.4374,3.7264237311153323,25.026115502481336
2019-05-30 06:30:00,21.6,83.0,0.4,165.0,0.0,103.3307,5.931315226684892,24.98529751856804
2019-05-30 06:40:00,21.6,84.0,0.3,81.0,0.0,177.6444,8.146816843049901,24.951503922687174
2019-05-30 06:50:00,21.7,83.0,0.3,99.0,0.0,250.1648,10.3721687696739,24.94086106728554
2019-05-30 07:00:00,22.0,81.0,0.7,79.0,0.0,293.9748,12.606670802544244,24.960416380362577
2019-05-30 07:10:00,22.2,81.0,0.9,75.0,0.0,311.2798,14.849676384661693,25.000548939984732
2019-05-30 07:20:00,22.4,79.0,0.6,111.0,0.0,369.5289,17.100587239068687,25.035578399592875
2019-05-30 07:30:00,22.6,80.0,0.6,60.0,0.0,440.1425,19.358848521111934,25.10608086229464
2019-05-30 07:40:00,22.6,78.0,0.4,298.0,0.0,428.6958,21.62394442278045,25.158011956437488
2019-05-30 07:50:00,22.8,78.0,0.9,353.0,0.0,313.8485,23.895394166995533,25.18069437880239
2019-05-30 08:00:00,22.8,78.0,1.4,318.0,0.0,475.49300000000005,26.172748333519333,25.14867394833647
2019-05-30 08:10:00,23.1,76.0,1.8,284.0,0.0,635.3503,28.455585460514143,25.503570761021127
2019-05-30 08:20:00,23.4,74.0,2.6,288.0,0.0,671.6019,30.74350886646604,25.63148787035088
2019-05-30 08:30:00,23.7,72.0,1.7,263.0,0.0,686.6508,33.03614363578544,25.772799796423143
2019-05-30 08:40:00,24.1,70.0,0.9,320.0,0.0,712.7944,35.33313370731777,25.925295762264327
2019-05-30 08:50:00,24.8,69.0,0.5,279.0,0.0,724.038,37.6341389973159,26.073637414698986
2019-05-30 09:00:00,25.2,66.0,0.5,201.0,0.0,743.1406,39.93883247572948,26.180941349980554
2019-05-30 09:10:00,26.2,61.0,0.7,120.0,0.0,747.3338,42.246897094752676,26.57625457209043
2019-05-30 09:20:00,26.7,62.0,1.7,173.0,0.0,751.0571,44.55802243797461,26.734654953547977
2019-05-30 09:30:00,26.8,62.0,1.4,103.0,0.0,701.4813,46.87190091165692,26.8156436337119
2019-05-30 09:40:00,26.6,62.0,1.1,99.0,0.0,721.5198,49.18822322758892,26.85841918426918
2019-05-30 09:50:00,26.8,59.0,1.9,107.0,0.0,759.9775,51.506672814610596,26.922424407697193
2019-05-30 10:00:00,26.8,61.0,1.8,147.0,0.0,762.3443,53.82691861761621,26.985380268339373
2019-05-30 10:10:00,27.3,59.0,1.0,132.0,0.0,764.4621,56.14860545373964,27.07010352097991
2019-05-30 10:20:00,27.5,60.0,1.8,125.0,0.0,766.3560000000001,58.471340614362546,27.176036550799125
2019-05-30 10:30:00,27.0,61.0,2.7,135.0,0.0,768.0469,60.79467457701863,27.242366366263646
2019-05-30 10:40:00,27.6,58.0,2.3,142.0,0.0,769.5529,63.11807222897233,27.341918563445255
2019-05-30 10:50:00,28.2,57.0,2.0,120.0,0.0,770.8889999999999,65.44086830772169,27.495462245675483
2019-05-30 11:00:00,28.2,57.0,2.2,179.0,0.0,772.0685,67.76219556208311,27.61899104439063
2019-05-30 11:10:00,27.9,59.0,1.7,94.0,0.0,773.1021,70.08086356390615,27.693648579602307
2019-05-30 11:20:00,28.2,57.0,1.9,172.0,0.0,773.9992,72.39514324060295,27.788600736013922
2019-05-30 11:30:00,28.5,56.0,1.1,72.0,0.0,774.7676,74.70235900913656,27.90314051440507
2019-05-30 11:40:00,28.6,55.0,2.5,135.0,0.0,775.4138,76.99805512179607,28.02699192953628
2019-05-30 11:50:00,28.9,54.0,2.5,162.0,0.0,775.9431,79.27411900331037,28.16380354933622
2019-05-30 12:00:00,29.3,53.0,1.8,208.0,0.0,776.3599,81.51399550633731,28.286583886369424
2019-05-30 12:10:00,29.7,52.0,4.1,141.0,0.0,776.6675,83.67830881578004,28.49008978632142
2019-05-30 12:20:00,29.4,50.0,2.6,186.0,0.0,776.8683,85.65184853842037,28.565685565150666
2019-05-30 12:30:00,29.3,51.0,2.4,143.0,0.0,776.9639,87.02594141021204,28.58307317906197
2019-05-30 12:40:00,29.6,50.0,3.4,144.0,0.0,776.955,86.8723986037955,28.69265212009116
2019-05-30 12:50:00,29.8,51.0,2.5,149.0,0.0,738.0098,85.33987070773448,28.79533330750683
2019-05-30 13:00:00,29.2,49.0,2.8,129.0,0.0,776.6227,83.31815610337438,28.81367079064281
2019-05-30 13:10:00,30.2,46.0,2.4,174.0,0.0,776.2967,81.13617861431565,28.921826368353443
2019-05-30 13:20:00,30.4,46.0,2.3,141.0,0.0,775.8610000000001,78.88830048529792,29.03129484644345
2019-05-30 13:30:00,30.9,43.0,2.5,65.0,0.0,775.3121,76.60805312204684,29.10904707078671
2019-05-30 13:40:00,30.7,43.0,3.6,177.0,0.0,774.6454,74.3099583919356,29.24872154721755
2019-05-30 13:50:00,30.7,45.0,3.8,185.0,0.0,773.8557,72.00128882562363,29.351291928976284
2019-05-30 14:00:00,30.7,43.0,4.0,206.0,0.0,772.9359,69.68610582626971,29.400273656226567
2019-05-30 14:10:00,30.6,45.0,2.1,304.0,0.0,771.8782,67.3668811668486,28.957655371180238
2019-05-30 14:20:00,30.4,42.0,1.7,233.0,0.0,770.6729,65.04523050071786,28.847702080531587
2019-05-30 14:30:00,31.5,42.0,3.0,200.0,0.0,769.3087,62.72227739700661,29.03239628172109
2019-05-30 14:40:00,31.8,42.0,0.8,231.0,0.0,767.7723,60.398847886176384,29.076934582056555
2019-05-30 14:50:00,32.0,40.0,1.5,172.0,0.0,766.0482,58.07558093380079,29.08599135119314
2019-05-30 15:00:00,32.8,39.0,1.6,196.0,0.0,764.1178,55.752994464816226,29.23901537289431
2019-05-30 15:10:00,33.0,38.0,1.3,179.0,0.0,761.9595,53.43152661098158,29.663653139745513
2019-05-30 15:20:00,32.8,37.0,3.0,210.0,0.0,759.5475,51.111562522418424,29.839948207268012
2019-05-30 15:30:00,32.5,37.0,3.1,168.0,0.0,756.8513,48.793452449464425,29.94965541225829
2019-05-30 15:40:00,32.6,37.0,2.3,176.0,0.0,753.8345,46.477524378797575,29.905467060628247
2019-05-30 15:50:00,32.4,36.0,1.0,236.0,0.0,750.4532,44.16409318492829,29.781588328730887
2019-05-30 16:00:00,32.6,36.0,2.3,226.0,0.0,746.6546,41.853467507627684,29.812535136487302
2019-05-30 16:10:00,32.3,36.0,1.4,305.0,0.0,742.3741,39.54595512564516,29.78571480169909
2019-05-30 16:20:00,32.6,35.0,2.2,189.0,0.0,737.5323,37.241867331271656,29.868007806570745
2019-05-30 16:30:00,33.2,35.0,1.9,172.0,0.0,732.0306,34.941522645744016,30.03754225150529
2019-05-30 16:40:00,33.4,35.0,1.9,198.0,0.0,725.745,32.645250111431906,30.12423833395372
2019-05-30 16:50:00,32.7,35.0,1.7,179.0,0.0,561.0371,30.353392329827408,30.10235785750811
2019-05-30 17:00:00,32.7,34.0,2.8,272.0,0.0,710.1437,28.0663083708213,30.09909335215627
2019-05-30 17:10:00,32.7,34.0,2.9,284.0,0.0,700.3552,25.78437665029396,30.207643220524574
2019-05-30 17:20:00,32.1,37.0,1.8,277.0,0.0,688.7916,23.507997854564906,30.160762780677214
2019-05-30 17:30:00,32.0,36.0,2.9,255.0,0.0,674.9587,21.237597978533696,30.165225759285736
2019-05-30 17:40:00,32.0,36.0,3.2,213.0,0.0,658.1603,18.973631537360745,30.313771911220933
2019-05-30 17:50:00,32.0,37.0,1.3,186.0,0.0,637.3852,16.71658500796568,30.304745987252044
2019-05-30 18:00:00,32.4,35.0,1.0,185.0,0.0,611.1081,14.466980555612869,30.292700097301974
2019-05-30 18:10:00,32.5,35.0,1.8,231.0,0.0,576.9246,12.225380101844356,29.96722314544884
2019-05-30 18:20:00,32.1,38.0,4.0,237.0,0.0,376.8613,9.992389792643587,30.037337260444282
2019-05-30 18:30:00,31.2,40.0,1.9,239.0,0.0,278.5674,7.768664929728053,29.86975205073086
2019-05-30 18:40:00,30.9,42.0,2.2,219.0,0.0,233.7814,5.554915433101715,29.699508433958602
2019-05-30 18:50:00,30.8,43.0,4.3,196.0,0.0,263.6906,3.3519119093195067,29.75713166687113
2019-05-30 19:00:00,30.6,44.0,4.3,208.0,0.0,174.3703,1.1604924072102196,29.768591509729468
2019-05-30 19:10:00,30.4,44.0,4.6,204.0,0.0,0.0,-1.018430049076622,29.653102131808215
2019-05-30 19:20:00,30.2,45.0,3.3,222.0,0.0,0.0,-3.1838590510815483,29.5338744377174
2019-05-30 19:30:00,30.1,46.0,4.7,107.0,0.0,0.0,-5.334705413383942,29.47201315978056
2019-05-30 19:40:00,28.1,56.0,4.4,51.0,0.0,0.0,-7.4697766805528225,29.13540822245361
2019-05-30 19:50:00,24.0,83.0,4.9,50.0,0.0,0.0,-9.587765408672274,28.11742563231023
2019-05-30 20:00:00,19.5,95.0,2.9,111.0,0.0,0.0,-11.687236089779338,27.36778712463662
2019-05-30 20:10:00,18.6,98.0,1.6,202.0,0.0,0.0,-13.766610583926475,27.07330081897355
2019-05-30 20:20:00,18.1,98.0,3.9,208.0,0.0,0.0,-15.824151924870321,26.635746633401975
2019-05-30 20:30:00,18.1,97.0,3.8,275.0,0.0,0.0,-17.85794637424668,26.387783346677942
2019-05-30 20:40:00,18.2,97.0,2.0,291.0,0.0,0.0,-19.865883619166212,26.541123977082247
2019-05-30 20:50:00,18.5,97.0,0.8,190.0,0.0,0.0,-21.845635044364837,26.747609943058553
2019-05-30 21:00:00,18.5,96.0,2.2,299.0,0.0,0.0,-23.794630068862354,26.669282901494974
2019-05-30 21:10:00,18.7,96.0,4.2,137.0,0.0,0.0,-25.710030626941034,26.15100892996303
2019-05-30 21:20:00,18.8,97.0,2.1,165.0,0.0,0.0,-27.588704004759016,26.298152955863163
2019-05-30 21:30:00,18.7,98.0,2.7,200.0,0.0,0.0,-29.427194429974907,26.355051661339804
2019-05-30 21:40:00,18.8,98.0,2.6,195.0,0.0,0.0,-31.22169406736981,26.212754460480582
2019-05-30 21:50:00,18.4,99.0,0.8,27.0,0.0,0.0,-32.96801441476189,26.3045776370163
2019-05-30 22:00:00,18.2,99.0,3.9,282.0,0.0,0.0,-34.66155953582661,25.915588089779373
2019-05-30 22:10:00,18.1,99.0,2.5,329.0,0.0,0.0,-36.297303120517405,25.521984605494904
2019-05-30 22:20:00,18.2,100.0,0.8,176.0,0.0,0.0,-37.86977202966565,25.88175413176408
2019-05-30 22:30:00,18.5,100.0,1.7,149.0,0.0,0.0,-39.373039738092295,25.887826476075325
2019-05-30 22:40:00,18.6,100.0,2.2,223.0,0.0,0.0,-40.800733887747114,25.77709282124993
2019-05-30 22:50:00,18.6,99.0,2.8,273.0,0.0,0.0,-42.146062898995474,25.629177424208923
2019-05-30 23:00:00,18.4,99.0,2.0,186.0,0.0,0.0,-43.4018671022471,25.541739807629643
2019-05-30 23:10:00,18.3,99.0,3.8,199.0,0.0,0.0,-44.560699912318285,25.198625492306686
2019-05-30 23:20:00,18.1,100.0,2.8,181.0,0.0,0.0,-45.61494388349064,25.035584290673143
2019-05-30 23:30:00,18.1,100.0,3.0,177.0,0.0,0.0,-46.556964744886045,25.00771836346802
2019-05-30 23:40:00,18.0,100.0,2.1,159.0,0.0,0.0,-47.37930347925288,25.057841091319514
2019-05-30 23:50:00,18.0,100.0,1.8,158.0,0.0,0.0,-48.074902121144476,25.062624820799645
2019-05-31 00:00:00,17.95,100.0,1.6,231.0,0.0,0.0,-48.49130452586701,25.026439240984313
2019-05-31 00:10:00,17.9,100.0,1.4,304.0,0.0,0.0,-48.907706930589534,24.990253661168982
2019-05-31 00:20:00,17.9,100.0,0.4,219.0,0.0,0.0,-49.18929741045521,24.95632132865105
2019-05-31 00:30:00,18.0,100.0,1.5,141.0,0.0,0.0,-49.32553688179243,24.85594621700345
2019-05-31 00:40:00,18.1,100.0,0.5,175.0,0.0,0.0,-49.31496271773189,24.80917686432168
2019-05-31 00:50:00,18.0,100.0,0.7,176.0,0.0,0.0,-49.15768913575234,24.766418225894647
2019-05-31 01:00:00,18.0,100.0,1.2,156.0,0.0,0.0,-48.855401119663675,24.651514137456378
2019-05-31 01:10:00,18.1,100.0,1.5,231.0,0.0,0.0,-48.41126594737174,24.549182978066412
2019-05-31 01:20:00,18.0,100.0,1.1,226.0,0.0,0.0,-47.82977290183997,24.47726262696768
2019-05-31 01:30:00,18.1,100.0,0.5,204.0,0.0,0.0,-47.11651937279954,24.481935659048172
2019-05-31 01:40:00,18.2,100.0,0.4,151.0,0.0,0.0,-46.27796562848989,24.465201444437533
2019-05-31 01:50:00,18.3,100.0,1.0,116.0,0.0,0.0,-45.32118073744986,24.393208388800893
2019-05-31 02:00:00,18.4,100.0,0.9,89.0,0.0,0.0,-44.25359910293382,24.34542878075244
2019-05-31 02:10:00,18.4,99.0,1.2,115.0,0.0,0.0,-43.08280207143529,24.28123398337677
2019-05-31 02:20:00,18.4,99.0,1.4,137.0,0.0,0.0,-41.816333433923006,24.17958430043841
2019-05-31 02:30:00,18.4,99.0,1.7,126.0,0.0,0.0,-40.461552435186846,24.083930237161184
2019-05-31 02:40:00,18.3,100.0,2.1,113.0,0.0,0.0,-39.02552379358855,23.956042178992842
2019-05-31 02:50:00,18.3,100.0,1.4,106.0,0.0,0.0,-37.514941438666,23.923296637575003
2019-05-31 03:00:00,18.3,100.0,0.8,136.0,0.0,0.0,-35.936081116747964,23.94163479164629
2019-05-31 03:10:00,18.4,99.0,0.9,162.0,0.0,0.0,-34.2947764459868,23.933807706852328
2019-05-31 03:20:00,18.5,99.0,0.9,182.0,0.0,0.0,-32.59641312203506,23.900239672283252
2019-05-31 03:30:00,18.5,99.0,0.7,52.0,0.0,0.0,-30.845936508165575,23.882963622963292
2019-05-31 03:40:00,18.4,99.0,0.4,243.0,0.0,0.0,-29.047868572547717,23.829465584215306
2019-05-31 03:50:00,18.4,99.0,0.3,282.0,0.0,0.0,-27.20633091083993,23.787362499466767
2019-05-31 04:00:00,18.4,99.0,0.3,186.0,0.0,0.0,-25.325071322843453,23.734945292122482
2019-05-31 04:10:00,18.4,98.0,0.5,198.0,0.0,0.0,-23.40749205058705,23.67757484985642
2019-05-31 04:20:00,18.4,98.0,0.4,198.0,0.0,0.0,-21.456678314832367,23.625857474030113
2019-05-31 04:30:00,18.4,99.0,0.3,119.0,0.0,0.0,-19.47542620885088,23.58737222631753
2019-05-31 04:40:00,18.5,99.0,0.4,203.0,0.0,0.0,-17.466269333358767,23.555167051299467
2019-05-31 04:50:00,18.5,98.0,1.0,129.0,0.0,0.0,-15.431503799660886,23.486334936003708
2019-05-31 05:00:00,18.4,99.0,0.5,135.0,0.0,0.0,-13.373211404917145,23.43046915532885
2019-05-31 05:10:00,18.4,99.0,0.7,154.0,0.0,0.0,-11.293280908351266,23.390480527761067
2019-05-31 05:20:00,18.4,99.0,0.3,126.0,0.0,0.0,-9.19342742249517,23.358679048618637
2019-05-31 05:30:00,18.4,99.0,0.8,148.0,0.0,0.0,-7.075209989311816,23.307873415350254
2019-05-31 05:40:00,18.4,99.0,0.5,183.0,0.0,0.0,-4.940047445267472,23.25915395037318
2019-05-31 05:50:00,18.4,99.0,0.5,216.0,0.0,0.0,-2.7892326983152156,23.22924627146984
2019-05-31 06:00:00,18.4,99.0,0.8,177.0,0.0,0.0,-0.6239455479762442,23.178076739320478
2019-05-31 06:10:00,18.4,99.0,1.6,171.0,0.1593,0.0,1.5547358192679368,23.087940151944252
2019-05-31 06:20:00,18.4,100.0,1.3,170.0,1.4289,3.4823,3.745824530701704,23.03003325133398
2019-05-31 06:30:00,18.3,100.0,0.7,141.0,4.0079,5.5706,5.948415802140187,23.01212352698167
2019-05-31 06:40:00,18.3,100.0,0.5,139.0,9.5899,11.0181,8.161678672705815,22.99961126502129
2019-05-31 06:50:00,18.3,100.0,0.2,279.0,20.062,21.3471,10.384848594309949,22.992990444954252
2019-05-31 07:00:00,18.3,100.0,0.6,72.0,31.087,24.0802,12.617220779302848,22.974545791717897
2019-05-31 07:10:00,18.5,100.0,0.4,176.0,65.922,51.6951,14.858144218159405,22.987188013611785
2019-05-31 07:20:00,18.7,99.0,0.4,315.0,98.04700000000001,92.0018,17.10701628682412,23.064257983038694
2019-05-31 07:30:00,19.1,98.0,0.6,350.0,114.97,236.0684,19.36327787024879,23.20397929938652
2019-05-31 07:40:00,19.1,97.0,0.3,228.0,112.0,103.5672,21.626408934569785,23.25648070237328
2019-05-31 07:50:00,19.1,94.0,0.5,168.0,121.13,90.6002,23.89592448515327,23.22939853770316
2019-05-31 08:00:00,19.7,93.0,1.5,176.0,135.07,156.7596,26.171370851230375,23.25709945912548
2019-05-31 08:10:00,19.8,93.0,2.4,170.0,132.18,219.4669,28.45232223984507,23.557442775868395
2019-05-31 08:20:00,19.7,94.0,1.4,174.0,134.76,259.744,30.738377502052714,23.682648309438886
2019-05-31 08:30:00,19.9,93.0,1.1,166.0,184.69,254.373,33.02915705229052,23.822998444090576
